,user_location,id,date,text,in_reply_to_status_id,in_reply_to_user_id,retweet_original_user,retweet_original_tweet_id,hashtags,retweet_count,favorite_count,source,user_id
398,,1517814125073731585,2022-04-23 10:34:21+00:00,"🚨INFO #BTS_Butter #Butter #BTS @BTS_twt #ARMY #BTSARMY
#WeAreBulletproof

#JIMIN cambió la descripción de su cuenta de Instagram , pasó de 'JIMIN of BTS' a solo 'JIMIN' https://t.co/E3mSG7ZISa",,,,,"['BTS_Butter', 'Butter', 'BTS', 'ARMY', 'BTSARMY', 'WeAreBulletproof', 'JIMIN']",8,13,Twitter for Android,1.4276534152037458e+18
399,still improving,1517514264977625089,2022-04-22 14:42:49+00:00,"#WE are bulletproof #BTS #ARMY @BTS_twt

06.10.2022 Comeback https://t.co/IcGKtADtq8",,,,,"['WE', 'BTS', 'ARMY']",6312,11940,Twitter Media Studio,1.0388376803882353e+18
400,,1517891791382581250,2022-04-23 15:42:58+00:00,"🚨INFO #BTS_Butter #Butter #BTS @BTS_twt #ARMY #BTSARMY
#WeAreBulletproo

La canción principal de #JIMIN y Ha Sungwoon para el K-drama Our Blues OST es ""With You"".
La canción se lanzará mañana 24 de abril a las 21:00 h/k https://t.co/vTcCYN0lOe",,,,,"['BTS_Butter', 'Butter', 'BTS', 'ARMY', 'BTSARMY', 'WeAreBulletproo', 'JIMIN']",4,4,Twitter for Android,1.4276534152037458e+18
401,#MLM #BLM she/her²⁰⁺Muslim,1517951397840441349,2022-04-23 19:39:50+00:00,"@chartdata @BTS_twt @RecordingAcad #WE are bulletproof #BTS #ARMY @BTS_twt

06.10.2022 Comeback https://t.co/DOwy2DAJ02",1.5179388509910671e+18,7.442609355277353e+17,,,"['WE', 'BTS', 'ARMY']",4,15,Twitter for Android,2673147339.0
402,"Georgia, USA",1517870884303777793,2022-04-23 14:19:54+00:00,"4 Genuine #USArmy OCP #Tactical Reverse #Flag #Patch w/ Hook &amp; Loop Closure #USA
#ARMY #patches #ebayseller #ebayfinds #ebay #SmallBusiness #rt #American 
https://t.co/6HM6JqTX9q",,,,,"['USArmy', 'Tactical', 'Flag', 'Patch', 'USA', 'ARMY', 'patches', 'ebayseller']",4,1,Twitter for Android,3385342763.0
403,,1517949908766101504,2022-04-23 19:33:55+00:00,"Это вам за пацанов! ✊
#армия #россия #war #путин #армияроссии #army #russia #солдат #война #вкс https://t.co/EZi9kR0JHj",,,,,"['армия', 'россия', 'war', 'путин', 'армияроссии', 'army', 'russia', 'солдат', 'война', 'вкс']",12,33,Twitter Web App,4608588796.0
404,still improving,1517514264977625089,2022-04-22 14:42:49+00:00,"#WE are bulletproof #BTS #ARMY @BTS_twt

06.10.2022 Comeback https://t.co/IcGKtADtq8",,,,,"['WE', 'BTS', 'ARMY']",6312,11940,Twitter Media Studio,1.0388376803882353e+18
405,still improving,1517514264977625089,2022-04-22 14:42:49+00:00,"#WE are bulletproof #BTS #ARMY @BTS_twt

06.10.2022 Comeback https://t.co/IcGKtADtq8",,,,,"['WE', 'BTS', 'ARMY']",6312,11940,Twitter Media Studio,1.0388376803882353e+18
406,"Bogotá, D.C., Colombia",1517851198677823490,2022-04-23 13:01:40+00:00,"Buen dia ARMU💜, recuerden que el Stream hoy está dirigido a. #TAEHYUNG, no olviden difundir las playlist y sus guías para un strem correcto ✨💜

#BTS #ARMY #BTSARMY @BTS_twt https://t.co/U4ImZPfelz",,,,,['TAEHYUNG'],52,169,Twitter for Android,1219454892.0
407,,1300675022004994048,2020-09-01 06:01:05+00:00,"사랑하고 사랑하고 사랑합니다
#BTS
#ARMY
#우리아미상받았네
#BTS_Dynamite https://t.co/9yuiWdqJf4",,,,,"['BTS', 'ARMY', '우리아미상받았네', 'BTS_Dynamite']",764368,2329343,Twitter for Android,335141638.0
408,still improving,1517514264977625089,2022-04-22 14:42:49+00:00,"#WE are bulletproof #BTS #ARMY @BTS_twt

06.10.2022 Comeback https://t.co/IcGKtADtq8",,,,,"['WE', 'BTS', 'ARMY']",6312,11940,Twitter Media Studio,1.0388376803882353e+18
409,,1517914285279612928,2022-04-23 17:12:21+00:00,Happy birthday to me🎂🎉🎊🎁18ขวบเเย้วววว      เเจก200/1 รี+เมนชั้่น สุ่ม29/04 2565 #ตลาดนัดบังทัน #ARMY #BTS https://t.co/zDR0WBKTqs,,,,,"['ตลาดนัดบังทัน', 'ARMY', 'BTS']",47,25,Twitter for iPhone,1.465296588306219e+18
410,"New Delhi, India",1517883631166910465,2022-04-23 15:10:33+00:00,"Old Pension: सेना और अर्धसैनिक बलों का खतरा एक जैसा तो पैरामिलिट्री जवानों की क्यों बंद की पेंशन? https://t.co/qHzsurl9Ab 
#CAPF @Ranbir_Crpf @CAPFSoldiers 

सीएपीएफ जवानों को मिलने वाले राशन मनी भत्ते पर भी टैक्स लगा दिया गया, जबकि सेना में ऐसा नहीं है। #Army @jivisha_singh",,,,,,23,52,Twitter for iPhone,1427376980.0
411,United States,1517941727503474688,2022-04-23 19:01:24+00:00,"Today we honor CPL Kevin W. Prince, US Army, who lost his life - 4/23/05
⁠
⁠
#WeRemember #EveryDayIsMemorialDay #Share #Army https://t.co/V2Ne5SMJEm",,,,,"['WeRemember', 'EveryDayIsMemorialDay']",1,3,LaterMedia,4551992059.0
412,( Scotland UK ) ,1517790851732283392,2022-04-23 09:01:52+00:00,"⭐️SUPPORT PARACORD BRACELETS⭐️
Please RT and show your support
Each bracelet is custom made to order 
handmade by myself #Army #Veteran 
who suffers from #PTSD 
if anyone is interested please drop me a message for details #turn22to0 #PTSD #MentalHealthAwareness https://t.co/9eoHjqD0Qw",,,,,,7,3,Twitter Web App,2390888330.0
413,still improving,1517514264977625089,2022-04-22 14:42:49+00:00,"#WE are bulletproof #BTS #ARMY @BTS_twt

06.10.2022 Comeback https://t.co/IcGKtADtq8",,,,,"['WE', 'BTS', 'ARMY']",6312,11940,Twitter Media Studio,1.0388376803882353e+18
414,,1300675022004994048,2020-09-01 06:01:05+00:00,"사랑하고 사랑하고 사랑합니다
#BTS
#ARMY
#우리아미상받았네
#BTS_Dynamite https://t.co/9yuiWdqJf4",,,,,"['BTS', 'ARMY', '우리아미상받았네', 'BTS_Dynamite']",764368,2329343,Twitter for Android,335141638.0
415,,1517921057444876289,2022-04-23 17:39:16+00:00,"Прошло 11 лет с тех пор как Чонгук обрёл новых друзей, семью, стал участником самой легендарной группы❤️. Наш золотой макнэ проделал долгий путь🥺. Спасибо тебе за твое доброе сердце и любовь к #army💜💜💜. 
#11YearsWithJungkook https://t.co/oI9NnNm5zt",,,,,,5,33,Twitter for Android,1.1562161407938765e+18
416,| on the Planet Earth |,1517969639892037640,2022-04-23 20:52:19+00:00,"History of railways
#Railway #Railways #History #historyteacher #Technology #Technologies #TechNews #techtwitter #techno #Train #Trains #Locomotive #Engine #Energy #Coal #Mines #Steam #Stream #Tracks #Transport #Wagon #Transportation #Development #Economy #Horse #Horses #Travel https://t.co/nyVjgW4wgM",,,,,"['Railway', 'Railways', 'History', 'historyteacher', 'Technology', 'Technologies', 'TechNews', 'techtwitter']",1,1,Twitter Web App,3238254294.0
417,Namibia,1517969595453353985,2022-04-23 20:52:08+00:00,Could it be that we are not correctly informed and so #investments are not aligned? Get informed https://t.co/pzc6b8Zulx #energy #Sustainability #SDGs https://t.co/MhkvXchdLE https://t.co/cNHLnDv7h6,,,,,['investments'],0,0,Twitter Web App,1.47299363862809e+18
418,,1517969185392971776,2022-04-23 20:50:30+00:00,"Energynews 
Current Power 57882 MW 
from Renewables: 62% 
#WerusysHourlyEnergy #WerusysEnergyNews #Energy #Renewables #Germany",,,,,"['WerusysHourlyEnergy', 'WerusysEnergyNews', 'Energy', 'Renewables', 'Germany']",0,0,Twitter Energy Bot,1816220521.0
419,"Nationwide, International",1517969059144507392,2022-04-23 20:50:00+00:00,"15 Local Governments Join LEED For Cities Leadership Program https://t.co/v3UyTIVbTv
.
.
.
#FSTTechnical #testing #inspection #certification #construction #solutions #missioncritical #worldwide #engineer #engineeringlife #engineering #energy #energyefficiency #energysavings",,,,,"['FSTTechnical', 'testing']",0,0,Sprout Social,260778025.0
420,,1517969023828652032,2022-04-23 20:49:52+00:00,"💥💥WoAH!💥💥
How To Insert Gerbil Safely 
LIVE ON AIR | Anderson Cooper | 
CNN | NSFW
#nfts #nft #nftart #nftdrop #nftcommunity #energy #nftcollectors #fall #comedy #superhero #BTC #news #viral #america #thai #TikTok #elonmusk #monster #ETH #boom #cnn #fox #friends #share https://t.co/MWgwJ5GpsH",,,,,"['nfts', 'nft', 'nftart', 'nftdrop']",0,1,Twitter Web App,1.3786426296053023e+18
421,,1517968313346895873,2022-04-23 20:47:03+00:00,"JUSTRITE 7225230 Type II Safety Can,12 In. H,Yellow #eBay🇺🇸 #Industrial #Fuel #Energy #Equipment https://t.co/lf1QvY6yCQ",,,,,"['eBay', 'Industrial', 'Fuel', 'Energy', 'Equipment']",0,0,WordPress.com,1.4709921434267195e+18
422,,1517968278391566336,2022-04-23 20:46:54+00:00,"If you’re in #Atlanta pull up on us! Unapologetically #ImSHE 
#energy #floridawater #palosanto #sage 
#grateful 
#positivevibes
#positiveenergy
#manifest
#REIKI 
#SmallBusiness #SmallBusinessOwner 
#EastAtlantaVillage 
#EAV 
#BlackOwnedBusiness 
#blackwomanownedbusiness https://t.co/hUBbjw8EMW",,,,,"['Atlanta', 'ImSHE', 'energy', 'floridawater', 'palosanto', 'sage', 'grateful']",1,0,Hootsuite Inc.,1.284934573642711e+18
423,| on the Planet Earth |,1517968241213296646,2022-04-23 20:46:45+00:00,"Electric vehicles
#Electricity #electricvehicles #Freelance #Technology #Technologie #Technologies #techtwitter #TechNews #History #Energy #CleanEnergy #Car #Vehicle #Vehicles #Transport #Transportation #Experiment #Knowledge #Medium #Mediumwriters #ElectricCars #Electricbike https://t.co/iq9lM3yr8e",,,,,"['Electricity', 'electricvehicles', 'Freelance', 'Technology', 'Technologie', 'Technologies', 'techtwitter']",0,0,Twitter Web App,3238254294.0
424,"Washington, DC",1517968092189667328,2022-04-23 20:46:10+00:00,"""We don’t need a Marshall Plan to get back to producing enough energy,"" writes Free Enterprise Project Director  @ScottShepardFEP.

""We just need both a regulatory rollback to the sepia-toned days of two years ago.""
https://t.co/eoL7M0MabE 
#EnergyCrisis  @jpmorgan  #energy https://t.co/uyS8F6MVaz",,,,,,0,0,Sendible,1.098618944750084e+18
425,"Santa Monica, California, USA",1517967808415510528,2022-04-23 20:45:02+00:00,"At 2:40 the guest notes that his home #energy bill as increased by 3x (100 🇬🇧 pounds/month to 300 pounds!), since start of #Ukraine war. Yikes! 😳 This is still early stage.

US weapons, European supplicants block peace in Ukraine 

https://t.co/Y00GGILLL2 via @YouTube",,,,,['energy'],0,0,Twitter for iPhone,70225514.0
426,,1517967606610808832,2022-04-23 20:44:14+00:00,"Top 5 disturbing facts about #September11 by #WolfClanMedia 
#Dustification
#HutchinsonEffect
#energy
#DEW
#JudyWood
#WhereDidTheTowersGo?
https://t.co/m1Igtlo9JT",,,,,"['September11', 'WolfClanMedia', 'Dustification', 'HutchinsonEffect', 'energy', 'DEW']",0,0,Twitter for Android,1.2045646157970637e+18
427,,1517967384061124608,2022-04-23 20:43:21+00:00,"If you’re in #Atlanta pull up on us! Unapologetically #ImSHE 
#energy #floridawater #palosanto #sage 
#grateful 
#positivevibes
#positiveenergy
#manifest
#REIKI 
#SmallBusiness #SmallBusinessOwner 
#EastAtlantaVillage 
#EAV 
#BlackOwnedBusiness 
#blackwomanownedbusiness https://t.co/FYhW9IBm5c",,,,,"['Atlanta', 'ImSHE', 'energy', 'floridawater', 'palosanto', 'sage', 'grateful']",1,0,Hootsuite Inc.,1.284934573642711e+18
428,,1517967133963177984,2022-04-23 20:42:21+00:00,"If you’re in #Atlanta pull up on us! Unapologetically #ImSHE 
#energy #floridawater #palosanto #sage 
#grateful 
#positivevibes
#positiveenergy
#manifest
#REIKI 
#SmallBusiness #SmallBusinessOwner 
#EastAtlantaVillage 
#EAV 
#BlackOwnedBusiness 
#blackwomanownedbusiness https://t.co/3MCcgZBwdb",,,,,"['Atlanta', 'ImSHE', 'energy', 'floridawater', 'palosanto', 'sage', 'grateful']",1,0,Hootsuite Inc.,1.284934573642711e+18
429,,1517966694194446336,2022-04-23 20:40:37+00:00,Will higher #oil prices push the #energy industry further towards #sustainability? Our experts look at the Ukraine crisis’s impact on an industry in transition. #talent https://t.co/c8r9iOBTr7 https://t.co/Ls4sWOHD9a,,,,,"['oil', 'energy', 'sustainability']",0,0,Dynamic Signal,1881896785.0
430,"Oak Ridge, Tennessee, USA",1517966543333826563,2022-04-23 20:40:01+00:00,"🔬 ORNL researchers demonstrated an electron #microscopy technique for imaging #lithium in #energy storage materials, such as lithium ion #batteries, at the atomic scale. https://t.co/Cicnh28UjE",,,,,"['microscopy', 'lithium', 'energy']",1,3,Sprout Social,16145097.0
431,El Deber Ser | Rodinia 1.1 Ga,1517966108413685761,2022-04-23 20:38:17+00:00,STGA ®️. #121Online #121miningInvesment #Mining #Energy #EnergyInvesment #water #gold #worldOceanday #RhodesMustFall #renewableenergy #tech #PlattsCommodityNews #EnergyTransition #SaaStockRemote #business #technology #oil #news #innovation https://t.co/jyd8W6jduB,,,,,"['121Online', '121miningInvesment', 'Mining', 'Energy', 'EnergyInvesment', 'water', 'gold', 'worldOceanday']",0,0,WordPress.com,1.5154922442282926e+18
432,El Deber Ser | Rodinia 1.1 Ga,1517965353615249408,2022-04-23 20:35:17+00:00,STGA®️. After consultations Development Industry #Energy #Mining and #Oil. https://t.co/PfogWsPfD4,,,,,"['Energy', 'Mining', 'Oil']",0,0,WordPress.com,1.5154922442282926e+18
433,Online,1517965351249936384,2022-04-23 20:35:16+00:00,"The gamble of creating diabetes after SARS-CoV-2 contamination. 4/4

#health #immunity #Covid #vaccine #SARS #energy #healthbenefits #healthy #fitness #diabetes #insulin https://t.co/TJueJrUr7Z",1.5179653342000906e+18,1.2588539633964155e+18,,,"['health', 'immunity', 'Covid', 'vaccine', 'SARS']",0,0,Twitter for Android,1.2588539633964155e+18
434,"Monterey to San Ramon, CA",1517965330123042817,2022-04-23 20:35:11+00:00,"Our installers worked quickly on this eco-friendly home in #Danville so this #homeowner could get the maximum #benefits of the upcoming #spring &amp; #summer. If you're ready to save on your #energy bill every month, sign up for a free #solar quote today: https://t.co/aquGBfEORi https://t.co/mhzIygIJHn",,,,,"['Danville', 'homeowner']",0,0,Sendible,410277484.0
435,,1517965300649627648,2022-04-23 20:35:04+00:00,"@nytimesworld All ministers for economics, energy, traffic/transport from chancellor A #Merkel are responsible (even *more* than german ex-chancellor #Schröder) for 15 years of delayed #energy transition and even foiled #traffic transition =&gt;fatal 'cause of #Russia +because of #climate crisis",1.5179301077379727e+18,1877831.0,,,['Merkel'],0,0,Twitter Web App,1009678916.0
436,"Napoli, Campania",1517965267695026177,2022-04-23 20:34:56+00:00,"#transizioneecologica - #energie #rinnovabili chiave di volta, ma servono visione strategica e #competenze

#energy #EnergyTransition #renewableenergy #green #Sustainability #sustainabledevelopment #SDGs 

https://t.co/GOclM9vyhw",,,,,"['transizioneecologica', 'energie', 'rinnovabili', 'competenze', 'energy']",0,0,Twitter Web App,9.616564976703692e+17
437,El Deber Ser | Rodinia 1.1 Ga,1517965261671960579,2022-04-23 20:34:55+00:00,#enviromental #geologists #oil #mining #121online #28may #gold #copper #energy #minería #energytransition #renewableenergy #saastockremote #worldoceanday #invesment #environmental #engineers #water #geologia #rhodesmustfall #oro #breaking #121mininginvesme https://t.co/LJervuTL98,,,,,"['enviromental', 'geologists', 'oil', 'mining', '121online', '28may', 'gold', 'copper', 'energy', 'minería', 'energytransition']",0,0,WordPress.com,1.5154922442282926e+18
438,Unceded Squamish Territory,1517647483773542400,2022-04-22 23:32:11+00:00,"Sweden and Austria have stopped using coal to produce electricity. It can be done. Who's next?

We have the solutions. Implement them. #ActOnClimate 

#climateemergency #climate #energy #GreenNewDeal #solar #Renewables #NoPlanetB https://t.co/l4AsEKeoAT",,,,,,223,552,Buffer,15088481.0
439,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
440,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
441,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
442,"New York, USA",1517921609285259267,2022-04-23 17:41:27+00:00,Good views for the #EastMed natural gas pipeline.  —-- #Greece #Cyprus #Israel #Turkey #EnergyCrisis #energy https://t.co/JgzqIH0GvU,,,,,"['EastMed', 'Greece', 'Cyprus', 'Israel', 'Turkey', 'EnergyCrisis', 'energy']",7,21,Twitter for iPhone,269029337.0
443,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
444,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
445,Unceded Squamish Territory,1517584569842741248,2022-04-22 19:22:11+00:00,"This is what thousands of people shutting down one of the largest coal mines in Europe looks like.

This day and every day. #BeLikeThem #endegelande 

#ActOnClimate #climateaction #energy #GreenNewDeal #EarthDay #EarthDay2022 #stopfossilfuels https://t.co/oSjeFPJC93",,,,,,131,385,Buffer,15088481.0
446,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
447,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
448,Unceded Squamish Territory,1517841255526510594,2022-04-23 12:22:10+00:00,"The past 7 years have been the hottest in recorded history. The alarm bells are going off all around us.

No time to waste. No more delays. #ActOnClimate 

#ClimateEmergency #climate #energy #GreenNewDeal #renewables #RenewableEnergy https://t.co/mkbUsv7lTP",,,,,,149,256,Buffer,15088481.0
449,North Carolina Mountains,1517664400202772480,2022-04-23 00:39:24+00:00,"There are #energy alternatives but there are no alternatives to Air, #Water and #Soil... 🦋LJC

#ClimateBrawl @GeraldKutney #EarthDay #EarthDay2022 #FossilFuels #Pollution #cleanenergy #CleanAir #cleanwater #EarthKeepersUnite https://t.co/esmofxxl16",,,,,"['energy', 'Water', 'Soil', 'ClimateBrawl']",162,283,Twitter Web App,780899815.0
450,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
451,| on the Planet Earth |,1517969639892037640,2022-04-23 20:52:19+00:00,"History of railways
#Railway #Railways #History #historyteacher #Technology #Technologies #TechNews #techtwitter #techno #Train #Trains #Locomotive #Engine #Energy #Coal #Mines #Steam #Stream #Tracks #Transport #Wagon #Transportation #Development #Economy #Horse #Horses #Travel https://t.co/nyVjgW4wgM",,,,,"['Railway', 'Railways', 'History', 'historyteacher', 'Technology', 'Technologies', 'TechNews', 'techtwitter']",1,1,Twitter Web App,3238254294.0
452,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
453,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
454,North Carolina Mountains,1517664400202772480,2022-04-23 00:39:24+00:00,"There are #energy alternatives but there are no alternatives to Air, #Water and #Soil... 🦋LJC

#ClimateBrawl @GeraldKutney #EarthDay #EarthDay2022 #FossilFuels #Pollution #cleanenergy #CleanAir #cleanwater #EarthKeepersUnite https://t.co/esmofxxl16",,,,,"['energy', 'Water', 'Soil', 'ClimateBrawl']",162,283,Twitter Web App,780899815.0
455,Unceded Squamish Territory,1517647483773542400,2022-04-22 23:32:11+00:00,"Sweden and Austria have stopped using coal to produce electricity. It can be done. Who's next?

We have the solutions. Implement them. #ActOnClimate 

#climateemergency #climate #energy #GreenNewDeal #solar #Renewables #NoPlanetB https://t.co/l4AsEKeoAT",,,,,,223,552,Buffer,15088481.0
456,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
457,"Above It All, Try It",1019885059199852544,2018-07-19 10:02:01+00:00,"#Healing #Energy (528 Hz- #Heart #Chakra Activation) https://t.co/JXKKQHWLLY

Healing #Negative Energy (432 Hz): https://t.co/kS4WSiWcVu",1.0198727360745348e+18,834180402.0,,,"['Healing', 'Energy', 'Heart', 'Chakra', 'Negative']",5,3,Twitter Web Client,834180402.0
458,North Carolina Mountains,1517664400202772480,2022-04-23 00:39:24+00:00,"There are #energy alternatives but there are no alternatives to Air, #Water and #Soil... 🦋LJC

#ClimateBrawl @GeraldKutney #EarthDay #EarthDay2022 #FossilFuels #Pollution #cleanenergy #CleanAir #cleanwater #EarthKeepersUnite https://t.co/esmofxxl16",,,,,"['energy', 'Water', 'Soil', 'ClimateBrawl']",162,283,Twitter Web App,780899815.0
459,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
460,Unceded Squamish Territory,1517342959599030278,2022-04-22 03:22:07+00:00,"This is the seamstress of the bird world…

Nature is incredible. Protect it.

#ActOnClimate #climate #energy #rewilding #birds https://t.co/OTMtpGSy5S",,,,,"['ActOnClimate', 'climate', 'energy']",1437,4974,Buffer,15088481.0
461,North Carolina Mountains,1517664400202772480,2022-04-23 00:39:24+00:00,"There are #energy alternatives but there are no alternatives to Air, #Water and #Soil... 🦋LJC

#ClimateBrawl @GeraldKutney #EarthDay #EarthDay2022 #FossilFuels #Pollution #cleanenergy #CleanAir #cleanwater #EarthKeepersUnite https://t.co/esmofxxl16",,,,,"['energy', 'Water', 'Soil', 'ClimateBrawl']",162,283,Twitter Web App,780899815.0
462,Global,1517956591265497090,2022-04-23 20:00:28+00:00,Think #Abundance! #Energy follows #Intention. #JoyTrain #Joy   RT @Lisandre_Moreau https://t.co/WfVvoVSkFq,,,,,"['Abundance', 'Energy', 'Intention', 'JoyTrain', 'Joy']",8,20,Hootsuite Inc.,18359336.0
463,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
464,World Wide,1516937656680210433,2022-04-21 00:31:35+00:00,"#IMF warns sanctioned nations like Russia, Iran may use #crypto mining to monetize #energy resources. https://t.co/gw76YpxnMu",,,,,"['IMF', 'crypto', 'energy']",41,142,Zapier.com,3367334171.0
465,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
466,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
467,,1517897506050428932,2022-04-23 16:05:41+00:00,"@edfenergy 590% Increase here. Not exactly 54% is it? Can you explain how this is fair and or right? I understand everyone needs to make money in business, but use some savvy here! People can’t pay this, so you’re cutting your noses off to spite your face! #energy #EnergyCrisis https://t.co/VqqjchlTVv",,123065047.0,,,,5,10,Twitter for iPhone,146417503.0
468,North Carolina Mountains,1517664400202772480,2022-04-23 00:39:24+00:00,"There are #energy alternatives but there are no alternatives to Air, #Water and #Soil... 🦋LJC

#ClimateBrawl @GeraldKutney #EarthDay #EarthDay2022 #FossilFuels #Pollution #cleanenergy #CleanAir #cleanwater #EarthKeepersUnite https://t.co/esmofxxl16",,,,,"['energy', 'Water', 'Soil', 'ClimateBrawl']",162,283,Twitter Web App,780899815.0
469,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18
470,,1517897506050428932,2022-04-23 16:05:41+00:00,"@edfenergy 590% Increase here. Not exactly 54% is it? Can you explain how this is fair and or right? I understand everyone needs to make money in business, but use some savvy here! People can’t pay this, so you’re cutting your noses off to spite your face! #energy #EnergyCrisis https://t.co/VqqjchlTVv",,123065047.0,,,,5,10,Twitter for iPhone,146417503.0
